Country Relation;Country Relation Vice Versa;Origin Country;Destination Country;GDP WB origin;GDP WB Destination;Lat Origin;Lon Origin;Lat Destination;Lon Destination;Distance;Rate 0 - 49 kg;Rate 50 - 99 kg;Rate 99 - 149 kg;Rate 149 - 199 kg;Rate 199 - 299 kg;Rate 299 - 399 kg;Rate 399 - 499 kg;Rate 499 - 599 kg;Rate 599 - 699 kg;Rate 699 - 799 kg;Rate 799 - 899 kg;Rate 899 - 999 kg;Rate 999 - 1099 kg;Rate 1099 - 1199 kg;Rate 1199 - 1299 kg;Rate 1299 - 1399 kg;Rate 1399 - 1499 kg;Rate 1499 - 1749 kg;Rate 1749 - 1999 kg;Rate 1999 - 2249 kg;Rate 2249 - 2499 kg;Rate 2499 - 2999 kg;Rate 2999 - 3499 kg;Rate 3499 - 3999 kg;Rate 3999 - 4499 kg;Rate 4499 - 4999 kg;Rate 4999 - 5999 kg;Rate 5999 - 6999 kg;Rate 6999 - 7999 kg;Rate 7999 - 8999 kg;Rate 8999 - 9999 kg;Rate 9999 - 10999 kg;Rate 10999 - 11999 kg;Rate 11999 - 12999 kg;Rate 12999 - 13999 kg;Rate 13999 - 14999 kg;Rate 14999 - 15999 kg;Rate 15999 - 16999 kg;Rate 16999 - 17999 kg;Rate 17999 - 18999 kg;Rate 18999 - 19999 kg;Rate 20000-21499 kg;Rate 21500-22999 kg;Rate 23000-24499 kg
CZ_IT;IT_CZ;CZ;IT;243530.0;1886445.0;49.56757;13.32155;45.7459;9.76239;909.6241289520447;193.67823748093326;202.53876734200287;208.07494370467623;225.45787919651144;243.36455439426516;259.18065400474364;264.9259511527213;280.6044705001963;290.677829512232;300.13410839246177;326.47365199980806;319.17341099639;250.35874987504067;254.66647936775374;260.01723033893086;269.0856353482817;279.89749907191066;290.69167456593993;300.1521449915882;309.3728125750976;357.28789015531845;376.5860659155613;404.35655614445704;410.0565787640481;430.6116981269765;454.86056233190874;550.7776476649788;565.2277077656195;606.7010173842084;665.5765253898938;706.4276569498547;734.2524852782885;775.4904930502361;791.0180211168547;810.4436161601268;819.1314861757876;829.5045253894181;839.8100375381682;850.054278517306;857.6861362944915;869.8549955224483;976.9349040954377;886.1415083837533;939.600597534348
CZ_SK;SK_CZ;CZ;SK;243530.0;104574.0;49.38042;14.69404;48.8226299;17.15524;969.9876643059825;241.89293037124253;269.10529243359696;304.5210437003563;326.0183025155408;349.4882605634481;371.5074510314597;389.40993802735534;439.57687078411806;478.2643568039224;519.6692019647701;569.2387490459961;619.5444416115927;684.6322177519243;750.7930474596538;795.5299686581749;866.9186796040822;907.260736689779;978.5611587178665;1056.646957507592;1123.5215934590885;1185.6447759760413;1266.8287597663725;1334.3101166031365;1420.875743582756;1514.3038358261442;1611.2400196616265;1709.0260652920967;1840.4984939025458;1931.2557611376633;2039.0861496849623;2152.0499912852097;2220.84950460644;2217.8866288956433;2221.3654372879428;2221.8673075728007;2219.770210227314;2219.8357649396185;2220.381952418007;2218.18813262042;2220.172545896919;2220.9244027634427;2219.491102367774;2221.0970154682477;2222.1533755747596
CZ_ES;ES_CZ;CZ;ES;243530.0;1281199.0;50.66285;14.99279;42.43052;-2.27662;1767.128449159284;124.03441902476445;161.88886245553496;181.2518927814316;203.5797377709695;217.27364698774446;231.56331025410674;262.25215812290907;294.9090822002758;322.6582971747356;338.1782702920279;354.8100442869854;383.9383827567952;413.4591666760747;446.13236804417966;455.2133192920967;464.2973969198497;474.67136040807355;481.0129164048104;484.7724692988647;491.47674421508316;498.2976920891449;510.69280048500815;520.2347209215662;533.8610181099675;585.140973269269;636.6743508594865;739.6309716938524;842.3365976466051;892.5422010011205;942.4633498275488;1046.1295541563559;1096.427505268705;1149.7459788134136;1183.4440439711802;1416.2126999880372;1650.3905027646522;1882.0566548836255;1998.990617461128;2056.9523501942012;2086.661650959963;2117.2189231675375;2116.7245231934144;2116.694457154904;2115.7482227189726
CZ_SK;SK_CZ;CZ;SK;243530.0;104574.0;50.43347;15.38093;48.8226299;17.15524;221.41514782888154;59.83164979376078;61.170628492141766;59.449599325590555;64.98545002802678;65.28705321848003;70.81192216605533;69.35465541881756;74.83329584568978;74.26220764766555;78.76057691394652;81.10198161084912;85.4959418630755;88.60713419129753;94.11206673145782;100.58782450087209;104.4660038677867;109.03623013064947;116.25443027899819;119.58142435593778;124.69056394642307;130.58929000582967;134.36043093516628;140.06539253431575;145.19928714042595;150.75980216835168;154.32907630762452;161.08501245802432;165.3693407835482;171.7679747307025;175.2526861930129;179.52480690629127;189.5224443047903;193.9463578679317;200.02862378950056;204.96953303426406;210.89243018143938;220.11054403413266;229.21543183308992;241.01451712453024;249.60972729827915;260.28192631643583;266.42906109914225;266.24855339083956;264.3158816745512
CZ_DE;DE_CZ;CZ;DE;243530.0;3806060.0;49.79248732;16.42230423;49.01179;13.24699;246.9090052549734;91.31122174849631;95.96694337021793;95.53954619710585;95.8707051603077;97.9315608974458;104.72655724560443;108.6211749998898;114.39098882404133;119.63301414491293;125.4559937180616;131.12823764591235;135.75053664056136;140.25302618061903;144.64323802966013;151.21747449013765;155.23491010744482;158.26834472205948;169.90985329452693;180.45175503835407;189.0369949587131;200.17683970417596;211.4228825474415;219.7110665752465;229.90393558036033;239.91249696873714;249.00932278221865;259.4887601272849;278.97025496216736;299.6585972461849;319.160649560263;340.8655270665331;349.8233574518409;360.7544094371851;368.7111078038204;379.91085064885186;390.4869899285799;390.6015922372107;389.328270977044;419.8272528532022;430.03312407349733;439.5947127235164;449.5234389477045;460.43422178446866;458.7786790113136
CZ_CZ;CZ_CZ;CZ;CZ;243530.0;243530.0;49.17409;16.66888;50.41014;14.93653;968.171713548035;144.454296241782;155.20572244245423;162.71590883275346;176.24007338015417;185.02468958158678;195.4950364628655;204.1215192128605;234.89416110540554;256.7008513853967;276.74140386210127;295.54597526946964;324.67197349397503;354.8355626268424;396.2206887633585;419.25136685555645;451.03689375053557;472.8057710537308;515.8176849616748;558.8958695926813;600.2774038575722;630.2923300402592;672.058207378872;719.7795760844579;765.8266713787352;820.4834152505716;893.5073311124846;966.4770485307638;1045.3604132048813;1115.2202856350802;1184.5650386684654;1254.623832834268;1322.4590916399995;1384.6758251976187;1465.4727213451413;1545.4923924385284;1594.2354619810403;1652.6001193097002;1713.792431154826;1734.5858863184276;1756.1300526526077;1773.3172727285717;1774.9042760785157;1775.460623680021;1775.4917006470955
CZ_CZ;CZ_CZ;CZ;CZ;243530.0;243530.0;49.17409;16.66888;50.18159;16.26733;2083.7985474695865;187.1893314201293;200.47552118929033;210.0141834869721;220.41408201835466;228.97403511350956;239.42806972515388;251.35736653713863;259.8120966222377;269.89671680954274;309.20981006767704;351.128311386422;378.31370095104063;399.40512561518324;420.33338964706303;439.87936686314987;460.7765064070176;490.3344906276719;501.32605005998994;519.7109752186972;599.8044544827387;610.2064907937756;638.2081535444452;741.3154133981839;749.0593206595987;761.050016602177;781.351292376223;800.9376703074096;840.149241630536;879.343155790383;937.888001672488;1020.5094991969027;1099.7325332381963;1151.634298460065;1249.6793769231308;1350.5774617160348;1399.5749776037305;1450.3868341897344;1549.6302394534284;1649.803966945872;1748.1386832834266;1769.2751237932323;1819.8218312315219;1891.2110463079957;1940.2350866001884
CZ_GB;GB_CZ;CZ;GB;243530.0;2707744.0;49.11019;16.60333;53.35026;-2.84204;654.77950362426;96.51554433637698;100.31569536106744;111.05846121344656;119.08906568598768;126.77248764947133;139.22170628316843;148.97247064007504;160.22938405487682;168.46884602621643;169.10255330693786;173.6385238079028;180.104791091531;189.07010538436558;221.31675528977803;240.74711534207088;250.80074682258132;259.772385709935;280.2150542615828;300.8279802007378;309.1607992371287;331.20077074366884;339.9142501826375;361.2220003321841;382.1866978953204;399.51804105250324;418.94129551252115;441.1793320215937;459.68568124563956;479.58065722146375;489.7636158980492;508.84498919105846;520.2299190180673;539.2975650108359;561.081716279148;570.3089999555937;577.4681647799648;599.0520948771328;619.0043171435608;639.316222623663;649.3419375672477;660.1880347814508;669.8318895945217;678.9229950132104;690.4117227442043
CZ_CZ;CZ_CZ;CZ;CZ;243530.0;243530.0;48.94052;17.61764;50.41014;14.93653;670.8720197650566;104.99638090339548;111.1352180318333;120.40633041306121;129.4436347533515;139.60314791251437;149.9918831372466;155.5055701654149;160.15587390394714;165.93990845024626;171.11026983638055;179.00738801329848;188.86162700644678;194.88665771452384;205.42977733364157;215.87146283991103;225.61691687913415;235.58828655413637;249.08799763574672;260.35419661108017;279.36477250868813;290.39300661321647;300.862055067506;309.340106123099;319.75682929107444;332.37260252757767;349.25869216333103;369.5013662520117;378.93226252089835;388.5971082621868;410.9549213036748;419.33435050619823;459.3886903155273;479.2141008350368;497.2652289716126;520.7159266627554;549.4526029530386;559.938108345655;581.3152053786905;599.8478352841996;620.1115723598285;650.157925718099;661.2272153432546;668.6817660028113;679.441610666782
CZ_CZ;CZ_CZ;CZ;CZ;243530.0;243530.0;48.94052;17.61764;50.2089799;16.25391;446.8792650580699;85.01546959011047;85.61361585934026;89.58154532978875;91.93377829494872;95.95149575412246;101.90153443279664;100.16759326477647;106.76634018313668;109.51640654054428;115.42150943802176;120.14547274341466;124.61597652491606;131.63658924793555;141.31566949979376;149.37387293048909;160.7140636792946;170.14355158057626;180.20692670260897;190.6420961681399;229.57474358917617;250.24715414914093;270.3555635097552;279.47887407658226;289.57359576010356;300.904448137624;310.09793673885184;322.3573247295288;332.13496541449166;349.3523247814997;380.35468612670826;398.0873038114499;419.4009363018571;439.1574040197571;479.27326525999484;487.93491658739674;500.2687742489982;510.14747133042454;519.2194488043813;529.9265875957553;540.8970489888163;551.5574037355339;558.7104365039372;571.5404350939358;568.3316315223163
CZ_DE;DE_CZ;CZ;DE;243530.0;3806060.0;48.84433;17.09269;52.766;9.60176;574.196986671157;79.61449401185438;81.49390379266532;90.58154724596316;100.56262107345127;101.50748678401345;100.21371415842617;109.55890043005884;111.41704397442032;109.78237692018948;108.7629918174102;118.31517601883178;120.1486128073258;136.80723020754834;140.7165335215288;150.04127015331653;151.1716208010945;158.54851833807203;170.4131188085699;179.4735417110328;201.3307292382862;219.18147491682774;240.77291593615288;260.18906899103314;290.01161859233184;310.6686531777959;329.86917905480897;351.38835691558825;369.7944096494927;387.8860555929545;411.39711805927493;431.28791437265096;450.4873471699681;471.34587338381203;480.66624281428807;509.1892927318597;528.0091325424421;538.9834641645454;559.7174750563723;580.4999033525382;598.6162356766156;609.1167173969276;621.4638209901948;619.3155304094388;619.2829641572732
CZ_SK;SK_CZ;CZ;SK;243530.0;104574.0;49.2089799;17.53488;48.8226299;17.15524;1016.0699479284978;71.56615831611732;70.75769915340982;70.85719452608997;81.59450327371253;85.92581666589344;86.292665349752;95.34918207755224;100.83800387758095;100.60297312387914;110.67172246644202;108.86152448141888;119.78455419279652;124.63974184497089;129.36280359026443;139.950622769389;161.7426307265058;180.90435551316205;200.08314807897122;220.31484994762948;241.3505083920633;278.81361908640406;320.3635014893246;351.5919379056959;361.72527133442514;380.8562254550597;390.51946316768027;438.23454927439445;499.2950151867931;539.940460574764;580.3467892102005;620.3776796950793;657.7654891714216;719.4594348215801;755.2451547657358;789.2358483098063;824.7590901722481;860.4698230866844;895.2718317120524;930.1446451595116;965.6863059280633;966.0635294599207;979.6945003365392;1008.9606846801124;1009.303572326326
DE_DE;DE_DE;DE;DE;3806060.0;3806060.0;51.15245212;13.8;49.01179;13.24699;430.50108878972304;84.93447125528029;83.52328405256493;89.24229869539037;89.73500117269258;96.28730948019842;100.48356879704869;99.83591307347218;105.8329307241694;110.15731961989864;115.20907475743043;121.0120234017771;125.31029963371194;130.1340904046279;140.68196660538624;149.46229981125566;160.0343064151177;167.96805542660033;179.58911589316506;191.47468405325304;229.64734497869767;249.99319277810628;269.58799037988456;279.006732138202;290.46494666032976;299.9745784565513;311.04598886931575;319.1429747914565;330.03404721355224;349.6707011408478;379.43151901968844;401.0386270400494;419.2945929428129;439.3051033401931;482.43044691925274;489.9311741836122;499.803060255503;510.44597108234973;519.0347928140393;530.340079056057;538.8687158922237;549.5461756992496;559.4519072786816;571.2988824952147;570.6113946831055
DE_DE;DE_DE;DE;DE;3806060.0;3806060.0;50.95146;14.63585;49.01179;13.24699;698.7776136452253;136.614223644776;144.34533637929178;150.51152478983985;154.58788827936553;159.39648821731413;166.15659656908866;176.38496153746198;180.12848530316018;185.3288549169258;190.2860463393984;195.31604930373956;220.34371456753686;229.03419953012659;250.59505414667998;259.3448724299274;278.8613113522437;289.8692767362245;310.2632396311285;320.8127657106091;330.3688909012303;350.2860632539972;359.36358913438403;370.3859867526174;380.2061597101567;390.2821785001883;399.2853966098001;421.6358546967511;430.72790347404424;440.6544488728821;460.0913605380295;479.7275118393226;500.8944037012935;538.7269340496268;579.5559736881473;619.7175223425329;630.5467258655652;659.6993312617212;681.3621698757445;688.3056474374637;701.5013078024508;710.3002964878541;720.8990263012618;729.5006834846861;740.9906334445918
DE_NL;NL_DE;DE;NL;3806060.0;912242.0;50.95146;14.63585;50.99806;5.84558;527.6800808729486;85.24024228239672;83.56771771949762;90.51745285941374;90.1119763342219;93.17934339635615;99.89498736263803;99.68616449302418;105.78213476921172;109.34020087372316;115.17677918247325;121.23218716201806;124.15103550672217;131.79968133236727;140.22718261607767;149.77167661708782;158.67539677076007;168.279320229299;180.91116357410493;189.54435385262644;229.38989083373684;251.01505614540892;270.6420420522482;280.10841218816586;288.5752171665968;298.1075718208796;310.9009599420017;319.9468753626089;329.7385012463072;351.83735867489816;379.5868448744645;400.3400517318094;422.06962371883077;440.58591657404145;479.464265258662;489.18271697195155;501.1695060319789;508.80535212195264;520.8035524265789;531.561260551678;539.9079113448898;550.7991465881666;560.0735680455451;571.3731872156295;570.2722497289069
DE_DE;DE_DE;DE;DE;3806060.0;3806060.0;51.70645746;14.04165448;49.01179;13.24699;761.3327482448531;115.35456742296132;120.15185851917406;124.41575714171627;129.78106959271454;133.846462396226;139.19930511629448;145.62954367840138;148.2279053107925;155.27696107638306;160.0215551249956;164.44047389830834;171.36567937268387;180.67612412000383;189.43644635081196;200.20509177599087;210.89333692558162;218.49132523771223;230.2171411162106;239.77079533043974;250.38971971695057;262.0427744469111;269.3808238672854;279.6796876373868;328.85213412388487;350.21963031629224;380.60743773016674;417.6346998779084;441.4270460843635;481.54976968024516;497.4320417851999;538.5483085462848;550.4674245765199;560.1026802234214;581.1471578136823;599.7432769744286;631.266093952076;648.702175896249;660.422724384954;679.6068238664686;699.5728209225819;718.3183342353747;749.635294112104;761.3555763751489;769.4046509380188
DE_DE;DE_DE;DE;DE;3806060.0;3806060.0;51.09282;12.96769;49.01179;13.24699;938.8085623920291;90.16060637600037;94.09950152521992;99.29139033503229;105.57741637967656;114.80648805600906;118.24359995162058;126.51693429217029;135.0898699030656;140.02092423800573;159.8381846060862;169.47169484425623;178.4369751776346;189.9963592720749;200.1885631592839;210.99777193516874;221.62249931802867;229.34321716739078;251.5993448368135;260.13016635636023;270.6121872481401;284.065240054292;300.3817670401165;334.1403660271954;351.6995110140192;358.8412230612922;380.08808739805755;389.6449883883235;400.39429641583376;420.2962427376147;440.2076684673089;449.5678259261612;460.89049416280346;480.60887548026835;519.3042646377966;560.7814201993585;579.439379922422;640.1474644024529;659.9704178197702;699.97531107162;730.8343586444664;748.3276072320359;761.2981926407489;768.3616098403933;781.2720939456248
DE_DE;DE_DE;DE;DE;3806060.0;3806060.0;51.53545812;11.91972;49.01179;13.24699;205.62070825298298;53.64153700113123;60.426447008124676;64.777792621474;68.94360921942398;76.25809192648009;81.17302766145089;90.4631474581334;96.72213479290338;105.24573365011501;111.83582912699715;116.37721902944692;119.39044493350917;124.88289571358756;126.1908757018526;130.32875780834587;135.2184132176704;140.58681830950707;145.35665176176357;154.444727786973;156.6522147994343;164.6238161045856;168.7006642066453;178.06876301107621;189.68020135138076;210.3552436280022;240.85406109351237;291.11929078655027;309.22273080754064;362.223381500594;361.0190141031816;370.75117330780506;379.2414414252374;392.0875799600804;400.7683064290151;411.2148595033522;419.8381621790749;431.9762662953102;436.56219859386647;440.0290320433931;442.06702734041863;444.0980830864876;445.97266557129853;445.7521327826751;445.79040259129386
DE_DE;DE_DE;DE;DE;3806060.0;3806060.0;50.76464314;11.76601529;49.01179;13.24699;589.4289199307952;104.75502929248847;111.03731645256764;121.13454104493559;130.04001031890948;139.83287299647785;149.5776529866173;156.37676533151082;159.92640884000147;164.53437785116782;168.21140835453687;178.3186831692899;188.95163295810514;193.05644629831093;204.63086105728573;214.72677436098868;224.04352243629776;234.59935543354496;249.91871573582597;258.2884250222112;280.6915195610649;287.3175942873948;301.89782551724375;308.56527939869926;320.0270987753492;329.64804078234926;350.36287529717066;369.26300617637565;380.51905631704;388.4690818777674;410.73572559555913;419.71866163584446;460.3619257780735;480.98973682635483;498.83650261886663;519.4174234018747;549.2623800024514;559.8986333727538;580.1550847143128;600.6990417071733;620.2055359317449;649.8407743061318;660.5237044734038;670.9964678941199;680.9365000138021
DE_CZ;CZ_DE;DE;CZ;3806060.0;243530.0;50.62567;12.52121;49.56757;13.32155;177.03498357015974;49.38390119785376;55.223000088468076;53.69284888137278;59.327424783730365;65.60017237967962;71.22046598511476;74.51980170689927;80.45422272990221;85.07816567160957;90.49597721318084;95.21454868666054;99.53942606788829;102.82197662364288;108.54679745149488;115.37464145859991;119.91761885398705;132.0220244595529;135.04830307353856;140.88965037671068;148.85715383938725;153.64998376402178;160.19802422054298;166.62402581071476;170.39639735252555;179.6959516487646;185.39648353693505;190.6021826605484;195.43954901735705;200.0265918873847;208.98131755882838;218.89992052218446;234.50451297719968;239.87703314274074;243.73093333696855;251.54638775350486;255.58089913886053;259.4927401283542;260.7423851016364;267.35605191458814;265.2409792631436;270.2209865925782;271.00001593862663;268.6937377954782;269.4590922725278
